Date,Open,High,Low,Close,Adj Close,Volume
2011/11/10,56.718571,56.744286,54.592857,,36.695129,186188100
2011/11/11,55.23,55.528572,54.322857,,36.63797,163446500
2011/11/14,54.78857,55.035713,54.028572,,36.12738,108226300
2011/11/15,54.400002,55.642857,54.207142,,37.038998,107702700
2011/11/16,55.607143,55.877144,54.902859,,36.652252,87302600
2011/11/17,54.854286,54.939999,53.642857,,35.951168,119975100
2011/11/18,54.131428,54.284286,53.554287,,35.715878,92984500
2011/11/21,52.914288,53.097141,52.272858,,35.150993,111995100
2011/11/22,53.002857,53.990002,52.991428,,35.865421,102255300
2011/11/23,53.501427,53.691429,52.41143,,34.958572,107067800
2011/11/25,52.631428,53.021427,51.902859,,34.632797,63690200
2011/11/28,53.192856,53.817142,52.904285,,35.828285,86603300
2011/11/29,53.691429,54.118572,52.885715,,35.550121,93963800
2011/11/30,54.470001,54.611427,54.042858,,36.407448,101484600
2011/12/1,54.648571,55.57143,54.392857,,36.953278,96795300
2011/12/2,55.689999,56.232857,55.511429,,37.12188,94763900
2011/12/5,56.212856,56.630001,55.77,,37.43718,89302500
2011/12/6,56.072857,56.375713,55.625713,,37.240955,70899500
2011/12/7,55.704285,55.848572,55.251427,,37.06377,76186600
2011/12/8,55.921429,56.5,55.747143,,37.213318,94089100
2011/12/9,56.121429,56.291428,55.861427,,37.495293,74248300
2011/12/12,55.954285,56.271427,55.635715,,37.325726,75266800
2011/12/13,56.142857,56.485714,55.299999,,37.037094,84732200
2011/12/14,55.242859,55.34,53.954285,,36.215984,101721900
2011/12/15,54.761429,54.82,54.044285,,36.096909,64050000
2011/12/16,54.337143,54.878571,54.224285,,36.29504,105369600
2011/12/19,54.638573,54.978573,54.354286,,36.40839,58882600
2011/12/20,55.394287,56.585712,55.322857,,37.717236,84303800
2011/12/21,56.669998,56.757141,56.001427,,37.764866,65737000
2011/12/22,56.714287,57.01857,56.585712,,37.964897,50589700
2011/12/23,57.098572,57.655716,57.07,,38.420235,67349800
2011/12/27,57.585712,58.441429,57.574287,,38.725071,66269000
2011/12/28,58.127144,58.32143,57.334286,,38.354515,57165500
2011/12/29,57.628571,57.950001,57.215714,,38.590744,53994500
2011/12/30,57.644287,58.040001,57.64143,,38.579315,44915500
2012/1/3,58.485714,58.92857,58.42857,,39.172771,75555200
